Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
AdDK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,699.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
KTC Travels,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,1000.0,36 Seats available,3.2,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
NS Travels,Non A/C Seater / Sleeper (2+1),23:45,04:30,04h 45m,333.0,13 Seats available,0.0,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
KTC Travels,A/C Seater / Sleeper (2+1),23:55,05:25,05h 30m,1000.0,36 Seats available,3.2,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
VEGA BUS,NON AC Seater / Sleeper 2+1,23:55,05:30,05h 35m,2375.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59,05:50,05h 51m,549.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
ORM Tours and Travels,A/C Sleeper (2+1),23:59,06:10,06h 11m,999.0,14 Seats available,4.0,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 52511,Express(Non AC Seater),18:00,23:00,05h 00m,225.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52545,Express(Non AC Seater),20:30,12:30,16h 00m,205.0,9 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6846,Express(Non AC Seater),21:45,02:15,04h 30m,205.0,45 Seats available,4.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52509,Express(Non AC Seater),23:00,04:00,05h 00m,225.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6149,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,04:15,04h 55m,301.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,450.0,19 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,349.0,17 Seats available,3.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,399.0,8 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,499.0,9 Seats available,4.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:30,05:30,06h 00m,399.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,400.0,23 Seats available,2.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05:40,05h 41m,600.0,26 Seats available,5.0,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,599.0,8 Seats available,2.4,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:40,06h 10m,342.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4596,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,23:40,05h 45m,342.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,23:55,05h 55m,344.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 97253,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:00,23:00,05h 00m,328.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 9367,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,23:30,05h 15m,344.0,34 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,01:05,06h 35m,342.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,23:55,05h 10m,526.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,00:40,05h 55m,342.0,33 Seats available,4.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 9201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:15,04h 15m,342.0,33 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 46391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,23:50,04h 35m,342.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 2967,INDRA(A.C. Seater),19:44,01:20,05h 36m,414.0,20 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,01:15,05h 30m,342.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,01:00,05h 00m,342.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3276,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:15,01:15,05h 00m,328.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3485,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,01:30,05h 05m,342.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Zingbus Plus,A/C Sleeper (2+1),16:50,21:25,04h 35m,653.0,11 Seats available,4.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Mahadevv travels,Non A/C Seater / Sleeper (2+1),17:00,22:00,05h 00m,569.0,1 Seat available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,22:30,05h 15m,509.0,6 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:15,22:15,05h 00m,660.0,3 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
GMC Travels,A/C Seater / Sleeper (2+1),17:50,23:10,05h 20m,680.0,9 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
TGSRTC - 1960,Super Luxury (Non AC Seater 2+2 Push Back),17:45,03:15,09h 30m,700.0,6 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 4372,Lahari Non A/C Sleeper Cum Seater,18:55,03:05,08h 10m,650.0,12 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 1935,Super Luxury (Non AC Seater 2+2 Push Back),19:00,04:10,09h 10m,550.0,2 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 7750,Super Luxury (Non AC Seater 2+2 Push Back),20:10,03:25,07h 15m,592.0,3 Seats available,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 1603,Super Luxury (Non AC Seater 2+2 Push Back),20:40,04:40,08h 00m,550.0,9 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 1557,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:20,07h 20m,560.0,2 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 7728,Lahari Non A/C Sleeper Cum Seater,21:25,04:20,06h 55m,596.0,6 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 4333,Lahari Non A/C Sleeper Cum Seater,21:45,04:45,07h 00m,650.0,7 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
TGSRTC - 4335,Lahari Non A/C Sleeper Cum Seater,22:15,05:15,07h 00m,464.0,9 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,05:30,07h 50m,837.0,7 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Chandu Travels,A/C Sleeper (2+1),22:00,05:15,07h 15m,1131.0,11 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,850.0,9 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
KMBT Travels,NON A/C Hi-Tech Push Back (2+2),21:10,05:00,07h 50m,808.0,6 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:50,04:55,07h 05m,750.0,15 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
November Travels,A/C Seater / Sleeper (2+1),21:10,04:45,07h 35m,810.0,6 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,04:15,06h 45m,823.0,10 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),23:40,05:30,05h 50m,1187.0,7 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Sree sivasankar Travels,NON A/C Seater (2+2),21:45,06:22,08h 37m,750.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
National travels,VE A/C Sleeper (2+1),23:45,06:00,06h 15m,1079.0,21 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:46,05:19,06h 33m,1470.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Royal Rich India,Bharat Benz A/C Sleeper (2+1),17:35,20:10,02h 35m,850.0,1 Seat available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),23:50,05:30,05h 40m,1286.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,06:10,08h 00m,850.0,2 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,1200.0,3 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),16:55,23:20,06h 25m,471.0,4 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
TGSRTC - 1638,Super Luxury (Non AC Seater 2+2 Push Back),18:00,02:15,08h 15m,470.0,4 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
TGSRTC - 7881,Super Luxury (Non AC Seater 2+2 Push Back),19:30,02:00,06h 30m,471.0,1 Seat available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Giridhar Tours and Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,1290.0,9 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),21:45,04:50,07h 05m,999.0,3 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,899.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Dosti Tours and Travels,A/C Sleeper (2+1),22:00,04:55,06h 55m,1199.0,4 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,890.0,16 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,05:00,07h 05m,849.0,8 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,04:40,07h 10m,849.0,9 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,04:50,07h 00m,799.0,3 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Royal Voyage Travels (RVT),Non A/C Seater / Sleeper (2+1),21:45,04:45,07h 00m,900.0,6 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
APSRTC - 2755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:30,04h 00m,260.0,3 Seats available,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 5785,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,23:30,04h 30m,252.0,20 Seats available,4.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2887,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:55,04h 25m,260.0,4 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 23971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:30,03h 30m,260.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2621,INDRA(A.C. Seater),20:15,00:30,04h 15m,316.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:20,03h 50m,260.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 9478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:04,03h 19m,261.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:30,03h 45m,263.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 23973,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:30,03h 30m,260.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 47745,INDRA(A.C. Seater),21:00,01:00,04h 00m,318.0,4 Seats available,2.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),21:30,00:30,03h 00m,359.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:15,04h 30m,263.0,33 Seats available,5.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 9459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:15,03h 15m,263.0,34 Seats available,5.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 23975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:30,03h 30m,260.0,30 Seats available,1.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,01:45,03h 30m,260.0,34 Seats available,5.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),18:00,21:15,03h 15m,599.0,1 Seat available,5.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),19:45,23:20,03h 35m,379.0,2 Seats available,3.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
GMC Travels,A/C Seater / Sleeper (2+1),21:50,01:30,03h 40m,680.0,7 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,23:59,01h 44m,660.0,4 Seats available,3.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
SVR Tours and Travels,A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,590.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 5424,INDRA(A.C. Seater),18:00,21:00,03h 00m,253.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5582,SAPTAGIRI EXPRESS,18:15,21:15,03h 00m,162.0,46 Seats available,3.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5365,SAPTAGIRI EXPRESS,18:45,21:45,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47485,INDRA(A.C. Seater),19:00,22:00,03h 00m,253.0,38 Seats available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5584,SAPTAGIRI EXPRESS,19:15,22:15,03h 00m,162.0,46 Seats available,2.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5371,SAPTAGIRI EXPRESS,19:45,22:45,03h 00m,162.0,46 Seats available,3.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47047,INDRA(A.C. Seater),20:00,23:00,03h 00m,253.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5373,SAPTAGIRI EXPRESS,20:15,23:15,03h 00m,162.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5367,SAPTAGIRI EXPRESS,21:30,00:30,03h 00m,162.0,46 Seats available,3.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5440,INDRA(A.C. Seater),22:00,01:00,03h 00m,253.0,35 Seats available,4.3,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5616,SAPTAGIRI EXPRESS,22:30,01:30,03h 00m,162.0,45 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5592,SAPTAGIRI EXPRESS,23:30,02:30,03h 00m,162.0,46 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,Electric A/C Seater (2+2),16:30,20:05,03h 35m,338.0,37 Seats available,4.6,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,Electric A/C Seater (2+2),16:35,20:10,03h 35m,238.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:00,22:00,05h 00m,900.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:15,22:15,05h 00m,900.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:45,22:45,05h 00m,900.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 3135,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,02:30,08h 45m,574.0,7 Seats available,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 4411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,02:30,08h 15m,605.0,19 Seats available,1.6,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:20,08h 50m,574.0,2 Seats available,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,01:25,06h 40m,929.0,25 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:50,09h 05m,605.0,18 Seats available,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3774,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04:35,09h 20m,605.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:36,08h 06m,605.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 4348,INDRA(A.C. Seater),19:45,04:10,08h 25m,732.0,11 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3017,INDRA(A.C. Seater),20:00,03:45,07h 45m,732.0,5 Seats available,3.1,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,574.0,7 Seats available,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:31,05:06,08h 35m,629.0,17 Seats available,3.4,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 46390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,605.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:30,08h 20m,629.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:00,07h 40m,574.0,6 Seats available,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
APSRTC - 77201,INDRA(A.C. Seater),21:20,04:20,07h 00m,732.0,5 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
IntrCity SmartBus,AC Sleeper (2+1),22:10,06:10,08h 00m,1359.0,10 Seats available,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),23:05,05:30,06h 25m,799.0,9 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
